company_name,total_jobs,avg_rating,avg_skills_per_job,remote_jobs_count,remote_percentage,locations_json,job_categories_json,top_skills_json
Suzva Software Technologies,4,0.0,9.5,0,0.0,"[{""location"": ""Bengaluru"", ""job_count"": 4}]","[{""job_category"": ""data_science"", ""job_count"": 4}]","[{""skill_name"": ""machine learning"", ""skill_count"": 4}, {""skill_name"": ""pyspark"", ""skill_count"": 3}, {""skill_name"": ""deep learning models"", ""skill_count"": 2}, {""skill_name"": ""deep learning"", ""skill_count"": 2}, {""skill_name"": ""ml frameworks"", ""skill_count"": 1}, {""skill_name"": ""kafka"", ""skill_count"": 1}, {""skill_name"": ""python"", ""skill_count"": 1}, {""skill_name"": ""azure"", ""skill_count"": 1}, {""skill_name"": ""databricks ml services"", ""skill_count"": 1}, {""skill_name"": ""pandas"", ""skill_count"": 1}, {""skill_name"": ""databricks"", ""skill_count"": 1}, {""skill_name"": ""machine"", ""skill_count"": 1}, {""skill_name"": ""data scientist"", ""skill_count"": 1}, {""skill_name"": ""data scientists"", ""skill_count"": 1}, {""skill_name"": ""media mix models"", ""skill_count"": 1}]"
Evnek,4,3.8,10.0,0,0.0,"[{""location"": ""Bengaluru"", ""job_count"": 3}, {""location"": ""Noida"", ""job_count"": 1}]","[{""job_category"": ""software_engineer"", ""job_count"": 2}, {""job_category"": ""data_science"", ""job_count"": 2}]","[{""skill_name"": ""python"", ""skill_count"": 3}, {""skill_name"": ""c++"", ""skill_count"": 2}, {""skill_name"": ""natural language processing"", ""skill_count"": 2}, {""skill_name"": ""c#"", ""skill_count"": 2}, {""skill_name"": ""data science"", ""skill_count"": 2}, {""skill_name"": ""sql"", ""skill_count"": 1}, {""skill_name"": ""rest"", ""skill_count"": 1}, {""skill_name"": ""electrical engineering"", ""skill_count"": 1}, {""skill_name"": ""computer science"", ""skill_count"": 1}, {""skill_name"": ""visual studio"", ""skill_count"": 1}, {""skill_name"": ""role data scientist"", ""skill_count"": 1}, {""skill_name"": ""mfc"", ""skill_count"": 1}, {""skill_name"": ""scikit-learn"", ""skill_count"": 1}, {""skill_name"": ""image processing"", ""skill_count"": 1}, {""skill_name"": ""software development"", ""skill_count"": 1}]"
Eurofins,4,3.2,9.5,0,0.0,"[{""location"": ""Bengaluru"", ""job_count"": 4}]","[{""job_category"": ""software_engineer"", ""job_count"": 2}, {""job_category"": ""devops"", ""job_count"": 1}, {""job_category"": ""data_science"", ""job_count"": 1}]","[{""skill_name"": ""continuous integration"", ""skill_count"": 2}, {""skill_name"": ""kubernetes"", ""skill_count"": 2}, {""skill_name"": ""data analysis"", ""skill_count"": 2}, {""skill_name"": ""cicd"", ""skill_count"": 2}, {""skill_name"": ""web development"", ""skill_count"": 1}, {""skill_name"": ""web services"", ""skill_count"": 1}, {""skill_name"": ""sql"", ""skill_count"": 1}, {""skill_name"": ""crm"", ""skill_count"": 1}, {""skill_name"": ""devops"", ""skill_count"": 1}, {""skill_name"": ""troubleshooting"", ""skill_count"": 1}, {""skill_name"": ""data engineering"", ""skill_count"": 1}, {""skill_name"": ""css"", ""skill_count"": 1}, {""skill_name"": ""computer science"", ""skill_count"": 1}, {""skill_name"": ""aws"", ""skill_count"": 1}, {""skill_name"": ""python"", ""skill_count"": 1}]"
"NTT DATA, Inc.",4,3.9,10.25,0,0.0,"[{""location"": ""Bengaluru"", ""job_count"": 4}]","[{""job_category"": ""software_engineer"", ""job_count"": 3}, {""job_category"": ""devops"", ""job_count"": 1}]","[{""skill_name"": ""kubernetes"", ""skill_count"": 3}, {""skill_name"": ""continuous integration"", ""skill_count"": 2}, {""skill_name"": ""node.js"", ""skill_count"": 2}, {""skill_name"": ""javascript"", ""skill_count"": 2}, {""skill_name"": ""version control"", ""skill_count"": 2}, {""skill_name"": ""css"", ""skill_count"": 2}, {""skill_name"": ""react.js"", ""skill_count"": 2}, {""skill_name"": ""sql"", ""skill_count"": 1}, {""skill_name"": ""software development"", ""skill_count"": 1}, {""skill_name"": ""nosql"", ""skill_count"": 1}, {""skill_name"": ""web services"", ""skill_count"": 1}, {""skill_name"": ""devops"", ""skill_count"": 1}, {""skill_name"": ""react"", ""skill_count"": 1}, {""skill_name"": ""api integration"", ""skill_count"": 1}, {""skill_name"": ""python"", ""skill_count"": 1}]"
Alstom,4,3.7,9.75,0,0.0,"[{""location"": ""Bengaluru"", ""job_count"": 3}, {""location"": ""Hyderabad"", ""job_count"": 1}]","[{""job_category"": ""devops"", ""job_count"": 2}, {""job_category"": ""product_manager"", ""job_count"": 1}, {""job_category"": ""data_science"", ""job_count"": 1}]","[{""skill_name"": ""python"", ""skill_count"": 2}, {""skill_name"": ""software testing"", ""skill_count"": 2}, {""skill_name"": ""continuous integration"", ""skill_count"": 2}, {""skill_name"": ""devops"", ""skill_count"": 2}, {""skill_name"": ""cicd"", ""skill_count"": 2}, {""skill_name"": ""git"", ""skill_count"": 1}, {""skill_name"": ""ci  cd tools"", ""skill_count"": 1}, {""skill_name"": ""linux internals"", ""skill_count"": 1}, {""skill_name"": ""sql"", ""skill_count"": 1}, {""skill_name"": ""software"", ""skill_count"": 1}, {""skill_name"": ""docker"", ""skill_count"": 1}, {""skill_name"": ""software development"", ""skill_count"": 1}, {""skill_name"": ""scripting languages"", ""skill_count"": 1}, {""skill_name"": ""agile"", ""skill_count"": 1}, {""skill_name"": ""agile methodology"", ""skill_count"": 1}]"
HARMAN,3,3.7999999999999994,8.0,0,0.0,"[{""location"": ""Bengaluru"", ""job_count"": 3}]","[{""job_category"": ""software_engineer"", ""job_count"": 3}]","[{""skill_name"": ""python"", ""skill_count"": 2}, {""skill_name"": ""firmware development"", ""skill_count"": 1}, {""skill_name"": ""software development"", ""skill_count"": 1}, {""skill_name"": ""spi"", ""skill_count"": 1}, {""skill_name"": ""test management"", ""skill_count"": 1}, {""skill_name"": ""agile"", ""skill_count"": 1}, {""skill_name"": ""computer science"", ""skill_count"": 1}, {""skill_name"": ""test scripts"", ""skill_count"": 1}, {""skill_name"": ""test strategy"", ""skill_count"": 1}, {""skill_name"": ""web development"", ""skill_count"": 1}, {""skill_name"": ""c++"", ""skill_count"": 1}, {""skill_name"": ""troubleshooting"", ""skill_count"": 1}, {""skill_name"": ""engineering"", ""skill_count"": 1}, {""skill_name"": ""device drivers"", ""skill_count"": 1}, {""skill_name"": ""selenium"", ""skill_count"": 1}]"
Forward Eye Technologies,3,4.9,9.0,0,0.0,"[{""location"": ""Nagpur"", ""job_count"": 1}, {""location"": ""Hyderabad"", ""job_count"": 1}, {""location"": ""Coimbatore"", ""job_count"": 1}]","[{""job_category"": ""software_engineer"", ""job_count"": 3}]","[{""skill_name"": ""rest api"", ""skill_count"": 3}, {""skill_name"": ""fastapi"", ""skill_count"": 3}, {""skill_name"": ""node.js"", ""skill_count"": 3}, {""skill_name"": ""javascript"", ""skill_count"": 3}, {""skill_name"": ""full stack"", ""skill_count"": 3}, {""skill_name"": ""react.js"", ""skill_count"": 3}, {""skill_name"": ""development"", ""skill_count"": 3}, {""skill_name"": ""python"", ""skill_count"": 3}, {""skill_name"": ""middleware"", ""skill_count"": 3}]"
KPMG Assurance and Consulting Services LLP,3,3.4,10.666666666666666,0,0.0,"[{""location"": ""Bengaluru"", ""job_count"": 3}]","[{""job_category"": ""software_engineer"", ""job_count"": 1}, {""job_category"": ""devops"", ""job_count"": 1}, {""job_category"": ""data_science"", ""job_count"": 1}]","[{""skill_name"": ""ci cd pipeline"", ""skill_count"": 2}, {""skill_name"": ""aiml"", ""skill_count"": 1}, {""skill_name"": ""machine learning"", ""skill_count"": 1}, {""skill_name"": ""gcp"", ""skill_count"": 1}, {""skill_name"": ""data science"", ""skill_count"": 1}, {""skill_name"": ""react.js"", ""skill_count"": 1}, {""skill_name"": ""llm"", ""skill_count"": 1}, {""skill_name"": ""azure cloud"", ""skill_count"": 1}, {""skill_name"": ""statistics"", ""skill_count"": 1}, {""skill_name"": ""google cloud platform"", ""skill_count"": 1}, {""skill_name"": ""cloud platform"", ""skill_count"": 1}, {""skill_name"": ""github"", ""skill_count"": 1}, {""skill_name"": ""devops"", ""skill_count"": 1}, {""skill_name"": ""statistical modeling"", ""skill_count"": 1}, {""skill_name"": ""vertex ai"", ""skill_count"": 1}]"
Venpa Staffing,3,0.0,9.0,0,0.0,"[{""location"": ""Bengaluru"", ""job_count"": 3}]","[{""job_category"": ""devops"", ""job_count"": 2}, {""job_category"": ""software_engineer"", ""job_count"": 1}]","[{""skill_name"": ""cicd"", ""skill_count"": 2}, {""skill_name"": ""docker"", ""skill_count"": 2}, {""skill_name"": ""aws"", ""skill_count"": 2}, {""skill_name"": ""cd"", ""skill_count"": 2}, {""skill_name"": ""devops"", ""skill_count"": 2}, {""skill_name"": ""computer science"", ""skill_count"": 1}, {""skill_name"": ""sox"", ""skill_count"": 1}, {""skill_name"": ""microsoft"", ""skill_count"": 1}, {""skill_name"": ""python"", ""skill_count"": 1}, {""skill_name"": ""devops developer"", ""skill_count"": 1}, {""skill_name"": ""sox compliance  itgc controls"", ""skill_count"": 1}, {""skill_name"": ""development"", ""skill_count"": 1}, {""skill_name"": ""control"", ""skill_count"": 1}, {""skill_name"": ""sql"", ""skill_count"": 1}, {""skill_name"": ""devops engineering"", ""skill_count"": 1}]"
Persistent,3,3.6,9.666666666666666,0,0.0,"[{""location"": ""Bengaluru"", ""job_count"": 3}]","[{""job_category"": ""software_engineer"", ""job_count"": 2}, {""job_category"": ""devops"", ""job_count"": 1}]","[{""skill_name"": ""cicd"", ""skill_count"": 2}, {""skill_name"": ""continuous integration"", ""skill_count"": 2}, {""skill_name"": ""kubernetes"", ""skill_count"": 2}, {""skill_name"": ""computer science"", ""skill_count"": 1}, {""skill_name"": ""git"", ""skill_count"": 1}, {""skill_name"": ""do"", ""skill_count"": 1}, {""skill_name"": ""docker"", ""skill_count"": 1}, {""skill_name"": ""css"", ""skill_count"": 1}, {""skill_name"": ""engineering o"", ""skill_count"": 1}, {""skill_name"": ""python"", ""skill_count"": 1}, {""skill_name"": ""container"", ""skill_count"": 1}, {""skill_name"": ""healthcare"", ""skill_count"": 1}, {""skill_name"": ""networking"", ""skill_count"": 1}, {""skill_name"": ""nagios"", ""skill_count"": 1}, {""skill_name"": ""sql"", ""skill_count"": 1}]"
Uplers,3,3.9,8.666666666666666,1,33.3,"[{""location"": ""Bengaluru"", ""job_count"": 2}, {""location"": ""Remote"", ""job_count"": 1}]","[{""job_category"": ""product_manager"", ""job_count"": 2}, {""job_category"": ""data_science"", ""job_count"": 1}]","[{""skill_name"": ""product management"", ""skill_count"": 2}, {""skill_name"": ""c#"", ""skill_count"": 1}, {""skill_name"": ""ai"", ""skill_count"": 1}, {""skill_name"": ""business strategy"", ""skill_count"": 1}, {""skill_name"": ""data"", ""skill_count"": 1}, {""skill_name"": ""data research"", ""skill_count"": 1}, {""skill_name"": ""broker research"", ""skill_count"": 1}, {""skill_name"": ""ai/ml engineerexperience"", ""skill_count"": 1}, {""skill_name"": ""machine"", ""skill_count"": 1}, {""skill_name"": "".net"", ""skill_count"": 1}, {""skill_name"": ""intelligence"", ""skill_count"": 1}, {""skill_name"": ""product strategy"", ""skill_count"": 1}, {""skill_name"": ""content"", ""skill_count"": 1}, {""skill_name"": ""machine learning"", ""skill_count"": 1}, {""skill_name"": ""gtm"", ""skill_count"": 1}]"
Cognizant,3,3.7000000000000006,8.0,0,0.0,"[{""location"": ""Hyderabad"", ""job_count"": 1}, {""location"": ""Pune"", ""job_count"": 1}, {""location"": ""Noida"", ""job_count"": 1}]","[{""job_category"": ""software_engineer"", ""job_count"": 2}, {""job_category"": ""data_science"", ""job_count"": 1}]","[{""skill_name"": ""python"", ""skill_count"": 2}, {""skill_name"": ""software development"", ""skill_count"": 1}, {""skill_name"": ""linux"", ""skill_count"": 1}, {""skill_name"": ""development"", ""skill_count"": 1}, {""skill_name"": ""cloud api"", ""skill_count"": 1}, {""skill_name"": ""aws"", ""skill_count"": 1}, {""skill_name"": ""advanced excel"", ""skill_count"": 1}, {""skill_name"": ""data analysis"", ""skill_count"": 1}, {""skill_name"": ""aws lambda"", ""skill_count"": 1}, {""skill_name"": ""serverless"", ""skill_count"": 1}, {""skill_name"": ""numpy"", ""skill_count"": 1}, {""skill_name"": ""api"", ""skill_count"": 1}, {""skill_name"": ""vba"", ""skill_count"": 1}, {""skill_name"": ""data analytics"", ""skill_count"": 1}, {""skill_name"": ""tools"", ""skill_count"": 1}]"
Sadup Soft,3,4.4,8.0,0,0.0,"[{""location"": ""Bengaluru"", ""job_count"": 2}, {""location"": ""Kolkata"", ""job_count"": 1}]","[{""job_category"": ""software_engineer"", ""job_count"": 3}]","[{""skill_name"": ""java"", ""skill_count"": 2}, {""skill_name"": ""node.js"", ""skill_count"": 2}, {""skill_name"": ""full stack developer"", ""skill_count"": 2}, {""skill_name"": ""rest api"", ""skill_count"": 2}, {""skill_name"": ""microservices"", ""skill_count"": 1}, {""skill_name"": ""btp"", ""skill_count"": 1}, {""skill_name"": ""pycharm"", ""skill_count"": 1}, {""skill_name"": ""webpack"", ""skill_count"": 1}, {""skill_name"": ""data pipelines"", ""skill_count"": 1}, {""skill_name"": ""intellij"", ""skill_count"": 1}, {""skill_name"": ""cloud foundry"", ""skill_count"": 1}, {""skill_name"": ""sap capm"", ""skill_count"": 1}, {""skill_name"": ""spring"", ""skill_count"": 1}, {""skill_name"": ""react.js"", ""skill_count"": 1}, {""skill_name"": ""agile development"", ""skill_count"": 1}]"
Quest Global,3,3.5,8.666666666666666,0,0.0,"[{""location"": ""Bengaluru"", ""job_count"": 3}]","[{""job_category"": ""software_engineer"", ""job_count"": 2}, {""job_category"": ""data_science"", ""job_count"": 1}]","[{""skill_name"": ""sql"", ""skill_count"": 2}, {""skill_name"": ""java"", ""skill_count"": 2}, {""skill_name"": ""docker"", ""skill_count"": 1}, {""skill_name"": ""python"", ""skill_count"": 1}, {""skill_name"": ""container"", ""skill_count"": 1}, {""skill_name"": ""influxdb"", ""skill_count"": 1}, {""skill_name"": ""data"", ""skill_count"": 1}, {""skill_name"": ""git"", ""skill_count"": 1}, {""skill_name"": ""agile"", ""skill_count"": 1}, {""skill_name"": ""linux server"", ""skill_count"": 1}, {""skill_name"": ""opc ua"", ""skill_count"": 1}, {""skill_name"": ""iot"", ""skill_count"": 1}, {""skill_name"": ""studio"", ""skill_count"": 1}, {""skill_name"": ""stack"", ""skill_count"": 1}, {""skill_name"": ""communication"", ""skill_count"": 1}]"
Deloitte Consulting,3,3.7000000000000006,7.0,0,0.0,"[{""location"": ""Bengaluru"", ""job_count"": 1}, {""location"": ""Hyderabad"", ""job_count"": 1}, {""location"": ""Mumbai"", ""job_count"": 1}]","[{""job_category"": ""software_engineer"", ""job_count"": 2}, {""job_category"": ""data_science"", ""job_count"": 1}]","[{""skill_name"": ""software development"", ""skill_count"": 1}, {""skill_name"": ""software"", ""skill_count"": 1}, {""skill_name"": ""development"", ""skill_count"": 1}, {""skill_name"": ""aws"", ""skill_count"": 1}, {""skill_name"": ""python"", ""skill_count"": 1}, {""skill_name"": ""computer science"", ""skill_count"": 1}, {""skill_name"": ""backend"", ""skill_count"": 1}, {""skill_name"": ""agile"", ""skill_count"": 1}, {""skill_name"": ""cloud"", ""skill_count"": 1}, {""skill_name"": ""btech / be / bsc /"", ""skill_count"": 1}, {""skill_name"": ""flask"", ""skill_count"": 1}, {""skill_name"": ""machine learning"", ""skill_count"": 1}, {""skill_name"": ""gcp"", ""skill_count"": 1}, {""skill_name"": ""analytical"", ""skill_count"": 1}, {""skill_name"": ""react.js"", ""skill_count"": 1}]"
